,Business title,zip,AM early,AM peak,Mid-day,PM peak,PM late,Type of Place,lat,lon,Total Score
1445,urban pi,92014-1912,7,28,25,35,25,Food & Drinks,32.9797249,-117.24957990000001,119
1446,tea garden,92111-2319,7,28,25,35,25,Food & Drinks,32.8247601,-117.1546486,119
1447,sd pizza company  & san diego pizza company,92109-1064,3,25,20,18,5,Only Food,32.808984,-117.26101899999999,70
1448,boonum foods llc dba haad sai thai food,92123-5305,3,25,20,18,5,Only Food,32.8284352,-117.12562240000001,70
1449,wetzels pretzels,92108-1157,3,25,20,18,5,Only Food,32.768142,-117.1698284,70
1450,noodles noodles,92154-1012,3,25,20,18,5,Only Food,32.5830228,-117.10033200000001,70
1451,hodads inc,92107-3010,7,28,25,35,25,Food & Drinks,32.747199,-117.2511482,119
1452,kourosh bagheri,92115-1313,3,25,20,18,5,Only Food,32.7714194,-117.0736738,70
1453,golden egg venture inc,92130-2820,7,28,25,35,25,Food & Drinks,32.9472164,-117.19804509999999,119
1454,aibertos mexican food inc,92105-2505,3,25,20,18,5,Only Food,32.74944489999999,-117.1072045,70
1455,mint downtown thai,92101-6935,7,28,25,35,25,Food & Drinks,32.7130298,-117.1612632,119
1456,coral tree tea house,92110-2803,3,25,20,18,5,Only Food,32.7540488,-117.19337859999999,70
1457,chuck e cheeses,92115-7134,3,25,20,18,5,Only Food,32.7403928,-117.0544385,70
1458,bbg cal llc,92109-2732,3,25,20,18,5,Only Food,32.7982745,-117.25618770000001,70
1459,infinitea,92111-2317,3,25,20,18,5,Only Food,32.8266692,-117.1558469,70
1460,joses pollos,92113-1335,3,25,20,18,5,Only Food,32.7015795,-117.13369070000002,70
1461,culinart,92037-1002,3,25,20,18,5,Only Food,32.887046999999995,-117.24478500000001,70
1462,mcdonalds,92109,3,25,20,18,5,Only Food,32.8061603,-117.21907250000001,70
1463,cafe solange,92037-3214,3,25,20,18,5,Only Food,32.8540854,-117.2562852,70
1464,chipotle mexican grill #1841,92037-4440,7,28,25,35,25,Food & Drinks,32.842574600000006,-117.271895,119
1465,ogawashi,92101-5104,7,28,25,35,25,Food & Drinks,32.7168925,-117.1603638,119
1466,the kebab shop,92128-2538,3,25,20,18,5,Only Food,33.021492800000004,-117.07271340000001,70
1467,the kebab shop,92108-1533,3,25,20,18,5,Only Food,32.77067460000001,-117.1502571,70
1468,spike africas fresh fish bar & grill,92101-5107,7,28,25,35,25,Food & Drinks,32.715499699999995,-117.1607835,119
1469,the kebab shop little italy,92101-2901,3,25,20,18,5,Only Food,32.7207863,-117.16576909999999,70
1470,dark horse coffee,92116-1646,3,25,20,18,5,Only Food,32.7635571,-117.1233878,70
1471,buona forchetta,92102-1511,7,28,25,35,25,Food & Drinks,32.721138,-117.13005509999999,119
1472,domino s pizza  8544,92154-1662,3,25,20,18,5,Only Food,32.5847672,-117.06036670000002,70
1473,subway 45817,92173-3062,3,25,20,18,5,Only Food,32.545772899999996,-117.03982140000002,70
1474,subway 24849,92173-3064,3,25,20,18,5,Only Food,32.5438314,-117.04084679999998,70
1475,subway 27087,92173-2423,3,25,20,18,5,Only Food,32.5548775,-117.0525366,70
1476,manila sunset grille,92131-1005,3,25,20,18,5,Only Food,32.9167019,-117.11344950000002,70
1477,cafe de l  opera,92101-4211,3,25,20,18,5,Only Food,32.7195757,-117.16049640000001,70
1478,bawarchi express,92121-4211,7,28,25,35,25,Food & Drinks,32.90077539999999,-117.1932132,119
1479,manna bbq,92111-3761,7,28,25,35,25,Food & Drinks,32.8205392,-117.1560108,119
1480,hanna gardens restaurant,92121-2382,3,25,20,18,5,Only Food,32.8808749,-117.15954939999999,70
1481,prince hookah cafe,92115-3903,3,25,20,18,5,Only Food,32.7624506,-117.0671648,70
1482,ohana cafe,92037,3,25,20,18,5,Only Food,32.8392834,-117.27874709999999,70
1483,plumeria vegetarian food,92116-2632,7,28,25,35,25,Food & Drinks,32.762139399999995,-117.1460618,119
1484,uptown tavern,92103-3312,7,28,25,35,25,Food & Drinks,32.7487199,-117.1526735,119
1485,prescription drug & tonic,92116-3247,27,6,3,27,30,Only Drinks,32.7628219,-117.1303207,93
1486,pho ha noi asian cuisine,92121-2619,3,25,20,18,5,Only Food,32.879161100000005,-117.1673841,70
1487,sushi kuchi,92109-3970,7,28,25,35,25,Food & Drinks,32.7963904,-117.2550787,119
1488,tender greens utc,92122-1282,3,25,20,18,5,Only Food,32.8712569,-117.2097355,70
1489,myxologie,92101-7201,3,25,20,18,5,Only Food,32.7099517,-117.1553699,70
1490,yogurt heaven,92131-3619,3,25,20,18,5,Only Food,32.937739199999996,-117.1010271,70
1491,the district,92101-7233,3,25,20,18,5,Only Food,32.711335999999996,-117.15525320000002,70
1492,culinart,92123-1206,3,25,20,18,5,Only Food,32.8342043,-117.12955330000001,70
1493,broken yolk cafe,92128-4621,7,28,25,35,25,Food & Drinks,32.979521999999996,-117.081492,119
1494,sarku japan sushi bar,92122-1241,3,25,20,18,5,Only Food,32.8712569,-117.2097355,70
1495,mcdonalds,92173-3002,3,25,20,18,5,Only Food,32.5450247,-117.038697,70
1496,round table pizza,92128-2584,7,28,25,35,25,Food & Drinks,33.0172333,-117.07441340000001,119
1497,round table pizza,92129-2658,7,28,25,35,25,Food & Drinks,32.9589303,-117.1249074,119
1498,clems tap house,92116-2506,7,28,25,35,25,Food & Drinks,32.7632719,-117.1070913,119
1499,mcdonalds,92173-2314,3,25,20,18,5,Only Food,32.5575269,-117.0583131,70
1500,mcdonalds,92154-7237,3,25,20,18,5,Only Food,32.555760600000006,-116.9375568,70
1501,cheesy amigos,92117-2526,3,25,20,18,5,Only Food,32.8344347,-117.2217467,70
1502,big front door,92103-2510,3,25,20,18,5,Only Food,32.7528572,-117.14597090000001,70
1503,t deli / brick bar,92103-3404,3,25,20,18,5,Only Food,32.748176199999996,-117.14960430000001,70
1504,amardeen lebanese and mediterranean cuisine,92122-5606,7,28,25,35,25,Food & Drinks,32.867436600000005,-117.20602179999999,119
1505,davanti enoteca,92101-2515,7,28,25,35,25,Food & Drinks,32.7226867,-117.16802549999998,119
1506,mia francesca,92130-1890,7,28,25,35,25,Food & Drinks,32.9527471,-117.2319121,119
1507,davanti enoteca,92130-1890,7,28,25,35,25,Food & Drinks,32.9527471,-117.2319121,119
1508,village indian cuisine,92123-1257,3,25,20,18,5,Only Food,32.8307626,-117.1315856,70
1509,pasta design llc,92106-6033,3,25,20,18,5,Only Food,32.7401595,-117.21119540000001,70
1510,meze greek fusion,92108-5301,7,28,25,35,25,Food & Drinks,32.7746215,-117.1560342,119
1511,com tam 75 inc,92115-3619,7,28,25,35,25,Food & Drinks,32.7581385,-117.0786757,119
1512,market cafe + bar inc,92101-2112,7,28,25,35,25,Food & Drinks,32.7284403,-117.161445,119
1513,nutmeg bakery and cafe,92128-4113,7,28,25,35,25,Food & Drinks,32.9479677,-117.0972783,119
1514,michoz fresh lebanese grill,92103-3404,3,25,20,18,5,Only Food,32.7482567,-117.1498621,70
1515,nanays best bbq,92121-4379,3,25,20,18,5,Only Food,32.9063461,-117.17358190000002,70
1516,cafe madeleine,92104-5427,7,28,25,35,25,Food & Drinks,32.7294876,-117.1303588,119
1517,herringbone,92037-4408,7,28,25,35,25,Food & Drinks,32.84617,-117.27263899999998,119
1518,dan diegos,92110-4140,7,28,25,35,25,Food & Drinks,32.787605199999994,-117.2057483,119
1519,edgars food truck,92028-2271,3,25,20,18,5,Only Food,33.386697999999996,-117.23699309999999,70
1520,infuzon of the cask room,92101-4211,27,6,3,27,30,Only Drinks,32.719161699999994,-117.1604834,93
1521,sushi tadokoro,92110-2985,7,28,25,35,25,Food & Drinks,32.748334899999996,-117.19132590000001,119
1522,yogurtland pacific beach,92109-2727,3,25,20,18,5,Only Food,32.7966138,-117.25442040000001,70
1523,cowles mountain coffee company,92119-1631,3,25,20,18,5,Only Food,32.8045929,-117.0382602,70
1524,lupes taco shop,92111-5302,3,25,20,18,5,Only Food,32.8014876,-117.1571993,70
1525,subway  34890,92037-3472,3,25,20,18,5,Only Food,32.851141399999996,-117.2538575,70
1526,panera bread,92111-2706,3,25,20,18,5,Only Food,32.8203598,-117.1798716,70
1527,dominos pizza #7707,92110-5641,3,25,20,18,5,Only Food,32.753983899999994,-117.2226986,70
1528,brooklyn girl eatery,92103-1871,27,6,3,27,30,Only Drinks,32.750707,-117.17155890000002,93
1529,pizza hut,92123-3634,3,25,20,18,5,Only Food,32.794653100000005,-117.12356480000001,70
1530,sufi mediterranean cuisine,92111-2711,7,28,25,35,25,Food & Drinks,32.8189285,-117.17764960000001,119
1531,ginza japanese restaurant,92128-2509,7,28,25,35,25,Food & Drinks,33.0172429,-117.07496110000001,119
1532,taegukgi  korean bbq house,92111-1558,7,28,25,35,25,Food & Drinks,32.8314173,-117.1550676,119
1533,jersey mikes subs,92109-3594,3,25,20,18,5,Only Food,32.8011241,-117.2338643,70
1534,steak escape,92101-6150,3,25,20,18,5,Only Food,32.7136302,-117.1612808,70
1535,annys fine burger,92123-1422,7,28,25,35,25,Food & Drinks,32.8310642,-117.13839890000001,119
1536,barleymash / ginger's,92101-6916,27,6,3,27,30,Only Drinks,32.7119326,-117.16041259999999,93
1537,up2you cafe,92111-1545,3,25,20,18,5,Only Food,32.828462699999996,-117.154283,70
1538,sea food kikos place,92116-5917,3,25,20,18,5,Only Food,32.7575656,-117.13913649999999,70
1539,soups up,92107-3113,3,25,20,18,5,Only Food,32.746823,-117.250377,70
1540,snocal shaved ice,92121-3930,3,25,20,18,5,Only Food,32.8989512,-117.1800737,70
1541,vanoos grillette inc,92109-2795,3,25,20,18,5,Only Food,32.7977547,-117.25611049999999,70
1542,spice lounge,92109-3912,7,28,25,35,25,Food & Drinks,32.795646999999995,-117.253841,119
1543,dosi usa inc,92123-1171,3,25,20,18,5,Only Food,32.838087,-117.1341287,70
1544,sakuramen,92111-3747,7,28,25,35,25,Food & Drinks,32.8146899,-117.154474,119
1545,yogurt world mira mesa/ucsd,92126-2738,3,25,20,18,5,Only Food,32.9146031,-117.13004939999999,70
1546,the duck dive lp,92109-2734,7,28,25,35,25,Food & Drinks,32.7985508,-117.25633219999999,119
1547,dominos pizza #8505,92130-2125,3,25,20,18,5,Only Food,32.95308789999999,-117.23135049999999,70
1548,dominos pizza #7715,92126-3263,3,25,20,18,5,Only Food,32.9101399,-117.14482859999998,70
1549,donimos pizza #8314,92109-3596,3,25,20,18,5,Only Food,32.8011793,-117.2330946,70
1550,dominos pizza #7723,92101-4383,3,25,20,18,5,Only Food,32.7194114,-117.1595539,70
1551,yogurt world convoy,92111-2315,3,25,20,18,5,Only Food,32.8249132,-117.1557172,70
1552,chipotle mexican grill,92122-1131,3,25,20,18,5,Only Food,32.8697811,-117.21548119999999,70
1553,thang thang thang restaurant,92111-1930,7,28,25,35,25,Food & Drinks,32.8258175,-117.15274270000002,119
1554,compass group cafe n,92121-1714,3,25,20,18,5,Only Food,32.8959644,-117.19583840000001,70
1555,compass group cafe q,92121-2779,3,25,20,18,5,Only Food,32.902736100000006,-117.20150500000001,70
1556,compass group cafe r,92121-4233,3,25,20,18,5,Only Food,32.904469899999995,-117.2019017,70
1557,compass group cafe wt,92121-4203,3,25,20,18,5,Only Food,32.9037991,-117.1964125,70
1558,compass group cafe s,92121-1710,3,25,20,18,5,Only Food,32.894579,-117.19559299999999,70
1559,mcdonalds,92105-2607,3,25,20,18,5,Only Food,32.7489334,-117.1005865,70
1560,mcdonald's,92103-3405,3,25,20,18,5,Only Food,32.7488282,-117.1507624,70
1561,ihop #3370,92126-4525,7,28,25,35,25,Food & Drinks,32.8943308,-117.1179892,119
1562,o's american kitchen,92108-5507,7,28,25,35,25,Food & Drinks,32.7756418,-117.14556599999999,119
1563,luna grill,92128-8105,3,25,20,18,5,Only Food,32.962795299999996,-117.09354679999998,70
1564,elbow room,92123-1409,7,28,25,35,25,Food & Drinks,32.8293489,-117.14078719999999,119
1565,jersey mikes subs,92037-4407,3,25,20,18,5,Only Food,32.84596380000001,-117.27339440000002,70
1566,kendra's coffee cart,92122-1003,3,25,20,18,5,Only Food,32.8678223,-117.2284889,70
1567,home plate,92093-5004,27,6,3,27,30,Only Drinks,32.8824069,-117.23481720000001,93
1568,chipotle mexican grill  1635,92101-8201,3,25,20,18,5,Only Food,32.7150214,-117.16429579999999,70
1569,area 51 ultra lounge,92101-6108,27,6,3,27,30,Only Drinks,32.7141916,-117.1604366,93
1570,chipotle mexican grill  1692,92128-4671,3,25,20,18,5,Only Food,32.9797793,-117.08268340000001,70
1571,pizza on pearl,92037-5014,3,25,20,18,5,Only Food,32.8392626,-117.27702179999999,70
1572,mongrill,92122-1241,3,25,20,18,5,Only Food,32.8712569,-117.2097355,70
1573,the habit burger grill,92128-4648,3,25,20,18,5,Only Food,32.983493599999996,-117.0765491,70
1574,roma pizza & grill,92113-2541,3,25,20,18,5,Only Food,32.6957706,-117.1276611,70
1575,breakfast at stephanies,92101-2446,3,25,20,18,5,Only Food,32.721268800000004,-117.1678509,70
1576,moonshine flats ,92101-7104,7,28,25,35,25,Food & Drinks,32.7087934,-117.1585787,119
1577,tsutomu oshima ,92117-6852,27,6,3,27,30,Only Drinks,32.797613,-117.19156329999998,93
1578,country waffles,92117-6906,7,28,25,35,25,Food & Drinks,32.8193896,-117.18319869999999,119
1579,country waffles,92110-3201,7,28,25,35,25,Food & Drinks,32.74517,-117.19938940000002,119
1580,mcfaddens,92101-6917,7,28,25,35,25,Food & Drinks,32.712881800000005,-117.1598879,119
1581,pizza on 5th,92101-6918,3,25,20,18,5,Only Food,32.7130352,-117.1603932,70
1582,mother s ocean beach,92107-1305,7,28,25,35,25,Food & Drinks,32.7526009,-117.2464006,119
1583,h china fun,92128-4671,3,25,20,18,5,Only Food,32.9797793,-117.08268340000001,70
1584,asia wok international inc,92113-1967,3,25,20,18,5,Only Food,32.7030951,-117.1000351,70
1585,g & g subs inc,92173-3147,27,6,3,27,30,Only Drinks,32.5465047,-117.032973,93
1586,d sotos mexican restaurant,92121-2619,3,25,20,18,5,Only Food,32.879161100000005,-117.1673841,70
1587,crossroads deli,92122-4634,3,25,20,18,5,Only Food,32.8719321,-117.2030282,70
1588,minervas taco shop & nicaraguense foods,92113-2204,3,25,20,18,5,Only Food,32.6982816,-117.1392939,70
1589,hinotez,92111-2414,7,28,25,35,25,Food & Drinks,32.821712,-117.1519993,119
1590,urban plates,92130,7,28,25,35,25,Food & Drinks,32.951156899999994,-117.23284009999999,119
1591,underbelly,92101-2203,7,28,25,35,25,Food & Drinks,32.7244277,-117.16905259999999,119
1592,tiger tiger,92104-1315,27,6,3,27,30,Only Drinks,32.754980100000004,-117.1295511,93
1593,tacos el gordo de tijuana b c inc,92104,7,28,25,35,25,Food & Drinks,32.7356088,-117.1237705,119
1594,shogun kobe  inc,92123-1105,3,25,20,18,5,Only Food,32.8331136,-117.1383209,70
1595,chick-fil-a,92128-4621,27,6,3,27,30,Only Drinks,32.9798123,-117.0805428,93
1596,bahn thai restaruant,92116-2631,7,28,25,35,25,Food & Drinks,32.761898699999996,-117.1464648,119
1597,donut factory,92104-2601,3,25,20,18,5,Only Food,32.7506076,-117.1301551,70
1598,oscars mexican seafood,92109-1058,3,25,20,18,5,Only Food,32.808168,-117.2608483,70
1599,katys kart,92111-1003,3,25,20,18,5,Only Food,32.833645600000004,-117.16482590000001,70
1600,fattoush medetereanean fine cusine,92115-2800,7,28,25,35,25,Food & Drinks,32.768409399999996,-117.0549709,119
1601,patricks gaslamp pub,92101-6118,27,6,3,27,30,Only Drinks,32.7137431,-117.160572,93
1602,searsucker,92130-1052,7,28,25,35,25,Food & Drinks,32.953619,-117.2334396,119
1603,el sabroso taco shop,92104-1547,3,25,20,18,5,Only Food,32.7555059,-117.11886809999999,70
1604,san diego ktv / restaurant,92111-1101,7,28,25,35,25,Food & Drinks,32.832518300000004,-117.16015800000001,119
1605,monkey paw,92101-6610,27,6,3,27,30,Only Drinks,32.7139325,-117.14936979999999,93
1606,starbucks coffee 9734,92113-2418,3,25,20,18,5,Only Food,32.6961641,-117.1335754,70
1607,thai taste 1,92115-1824,7,28,25,35,25,Food & Drinks,32.769157,-117.04618880000001,119
1608,la perla cocina mexicana,92109-2405,3,25,20,18,5,Only Food,32.7981625,-117.25637150000001,70
1609,chowking,92126-2786,3,25,20,18,5,Only Food,32.9136685,-117.13165990000002,70
1610,jersey mike's subs 20061,92127-2349,27,6,3,27,30,Only Drinks,33.0049424,-117.09154129999999,93
1611,luna grill,92103-3041,3,25,20,18,5,Only Food,32.748494,-117.16189609999999,70
1612,taco fiesta mexican food incorporated,92120-3505,3,25,20,18,5,Only Food,32.7878375,-117.0974709,70
1613,klebjac inc,92117-1035,7,28,25,35,25,Food & Drinks,32.8378625,-117.2071422,119
1614,kat s cafe,92106,27,6,3,27,30,Only Drinks,32.7539711,-117.22273270000001,93
1615,claim jumper restaurant,92128-4616,7,28,25,35,25,Food & Drinks,32.988108600000004,-117.07592849999999,119
1616,panda express 1949,92128-4654,7,28,25,35,25,Food & Drinks,32.987486600000004,-117.07596969999999,119
1617,beanmeup inc,92116-1821,3,25,20,18,5,Only Food,32.7631652,-117.121972,70
1618,splitting 10s llc,92128-2509,7,28,25,35,25,Food & Drinks,33.017497,-117.07401580000001,119
1619,pizza bella inc,92110-2764,7,28,25,35,25,Food & Drinks,32.7530986,-117.1978517,119
1620,royal india,92122-1241,27,6,3,27,30,Only Drinks,32.8712569,-117.2097355,93
1621,jade thai & mandarin cuisine,92120-2341,7,28,25,35,25,Food & Drinks,32.7914634,-117.100748,119
1622,bay hill tavern,92117-7002,7,28,25,35,25,Food & Drinks,32.794565500000004,-117.1946743,119
1623,koon thai kitchen,92111-3748,7,28,25,35,25,Food & Drinks,32.8141393,-117.1539653,119
1624,the joint,92107-3113,7,28,25,35,25,Food & Drinks,32.7460576,-117.2493742,119
1625,daddy's hot dogs,92103-7305,3,25,20,18,5,Only Food,32.7481401,-117.1516283,70
1626,pj soul food & catering,92120-1557,3,25,20,18,5,Only Food,32.810401,-117.067526,70
1627,museum cafe by giuseppe restaurants fine catering,92037-4228,27,6,3,27,30,Only Drinks,32.715738,-117.1610838,93
1628,lisko artisan deli & fish market,92115-2704,3,25,20,18,5,Only Food,32.7671886,-117.0577108,70
1629,bahia pb juice bar,92109-4051,3,25,20,18,5,Only Food,32.7948332,-117.25251159999999,70
1630,five guys burgers and fries,92122-1134,3,25,20,18,5,Only Food,32.869018100000005,-117.2150024,70
1631,tazza d oro,92101-2515,3,25,20,18,5,Only Food,32.722133,-117.16803290000001,70
1632,mariscos la sirena,91911-5305,3,25,20,18,5,Only Food,32.5958358,-117.05211240000001,70
1633,chef chin,92128-1910,7,28,25,35,25,Food & Drinks,32.715738,-117.1610838,119
1634,tapioca express,92115-3923,3,25,20,18,5,Only Food,32.7608126,-117.06584369999999,70
1635,subway  40249,91941-7301,27,6,3,27,30,Only Drinks,32.74746,-116.9595011,93
1636,subway  46836,92115-8402,27,6,3,27,30,Only Drinks,32.7380837,-117.05589440000001,93
1637,mission valley cafe,92108-3515,27,6,3,27,30,Only Drinks,32.7639003,-117.1547713,93
1638,kaminskis super q,92064-4443,3,25,20,18,5,Only Food,32.955159,-117.05505020000001,70
1639,yenchim garden restaurant,92129-2658,7,28,25,35,25,Food & Drinks,32.9593103,-117.1262557,119
1640,griffs bbq and catering,91914-4427,3,25,20,18,5,Only Food,32.6704928,-116.96909140000001,70
1641,d angelo pizzeria,92116-4247,3,25,20,18,5,Only Food,32.7606882,-117.13043119999999,70
1642,china quik wok,92117-4936,3,25,20,18,5,Only Food,32.8215613,-117.18363259999998,70
1643,anakins fruit & deli,92102-2191,3,25,20,18,5,Only Food,32.7159973,-117.13988379999999,70
1644,riki sushi japanese restaurant 2,92104-3005,7,28,25,35,25,Food & Drinks,32.7490905,-117.1303507,119
1645,el patron traditional mexican grill,92126-4871,3,25,20,18,5,Only Food,32.9191286,-117.1211199,70
1646,jersey mike's subs,92111-1546,3,25,20,18,5,Only Food,32.8335693,-117.1584372,70
1647,fuji steakhouse,92108-3515,7,28,25,35,25,Food & Drinks,32.7637063,-117.1553973,119
1648,802 6th ave llc,92101-6309,7,28,25,35,25,Food & Drinks,32.7137885,-117.15951489999999,119
1649,christy s donuts,92123-1734,3,25,20,18,5,Only Food,32.8101467,-117.1407639,70
1650,industrial grind coffee,92103-3502,3,25,20,18,5,Only Food,32.7489454,-117.1466129,70
1651,nicolosi's italian restaurant,92119-1505,7,28,25,35,25,Food & Drinks,32.8041475,-117.04392820000001,119
1652,pizza hut,92128-1927,3,25,20,18,5,Only Food,33.0232362,-117.0765762,70
1653,pizza hut,92129-2807,3,25,20,18,5,Only Food,32.96072410000001,-117.1152387,70
1654,silver spigot,92110-4134,27,6,3,27,30,Only Drinks,32.785288800000004,-117.20618059999998,93
1655,pizza hut,92131-1015,3,25,20,18,5,Only Food,32.9174339,-117.1130994,70
1656,pizza hut,92154-2007,3,25,20,18,5,Only Food,32.5767277,-117.09466979999999,70
1657,pizza hut,92110,3,25,20,18,5,Only Food,32.7511137,-117.21376409999998,70
1658,pizza hut,92105-1168,3,25,20,18,5,Only Food,32.7555221,-117.10747820000002,70
1659,pizza hut,92111-6305,3,25,20,18,5,Only Food,32.7838244,-117.17089299999999,70
1660,pizza hut,92104-2812,3,25,20,18,5,Only Food,32.748622600000004,-117.13408159999999,70
1661,pizza hut,92126-2683,3,25,20,18,5,Only Food,32.9130958,-117.14845559999999,70
1662,pizza hut,92102-3227,3,25,20,18,5,Only Food,32.711442600000005,-117.13088559999998,70
1663,pizzza hut,92120-2340,3,25,20,18,5,Only Food,32.7922191,-117.09891019999999,70
1664,pizza hut,92115-1621,3,25,20,18,5,Only Food,32.768443,-117.0529815,70
1665,pizza hut,92117-2722,3,25,20,18,5,Only Food,32.8318545,-117.20453870000001,70
1666,pizza hut,92124-1320,3,25,20,18,5,Only Food,32.8307211,-117.1038638,70
1667,bruski,92131-1000,7,28,25,35,25,Food & Drinks,32.9146616,-117.11409240000002,119
1668,belgium delights,92106-2608,3,25,20,18,5,Only Food,32.724692,-117.23097050000001,70
1669,five guys burgers and fries,92136-5036,3,25,20,18,5,Only Food,32.689893,-117.1282741,70
1670,bub's @ the ballpark,92101-7134,7,28,25,35,25,Food & Drinks,32.7092125,-117.15804650000001,119
1671,enoteca style,92101-2418,7,28,25,35,25,Food & Drinks,32.7203286,-117.16808459999999,119
1672,the currant restaurant,92101-3811,27,6,3,27,30,Only Drinks,32.7160042,-117.16433980000001,93
1673,shake smart inc,92115,3,25,20,18,5,Only Food,32.7747307,-117.06938670000001,70
1674,burger lounge,92103-3170,3,25,20,18,5,Only Food,32.748457,-117.16143629999999,70
1675,iron wok,92128-2537,7,28,25,35,25,Food & Drinks,33.021384600000005,-117.07291709999998,119
1676,the works,92108-4338,3,25,20,18,5,Only Food,32.77487,-117.1559379,70
1677,panda express #1920,92130-2122,3,25,20,18,5,Only Food,32.9535413,-117.2304232,70
1678,js versante,92111-2317,7,28,25,35,25,Food & Drinks,32.8266692,-117.1558469,119
1679,santoirini & more,92131-3962,3,25,20,18,5,Only Food,32.935906,-117.10131640000002,70
1680,fairmount mexican food,92105-4639,3,25,20,18,5,Only Food,32.738543,-117.10139,70
1681,hennessey's tavern,92037-4408,27,6,3,27,30,Only Drinks,32.8457664,-117.2726993,93
1682,fleming's prime steakhouse and wine bar,92122,27,6,3,27,30,Only Drinks,,,93
1683,jose's coutroom,92037-4147,27,6,3,27,30,Only Drinks,32.847770600000004,-117.2738965,93
1684,denny's 8175,92131-1025,7,28,25,35,25,Food & Drinks,32.9172506,-117.1134618,119
1685,truluck's seafood steak and crab house,92122-1085,7,28,25,35,25,Food & Drinks,32.8708184,-117.22423090000001,119
1686,kevins empanada,92114-6819,3,25,20,18,5,Only Food,32.6941373,-117.062619,70
1687,palominos mexican & seafood,92123-1287,7,28,25,35,25,Food & Drinks,32.8306952,-117.12778780000001,119
1688,sarah nee cuisine / lotus world foods,92117-3548,3,25,20,18,5,Only Food,32.8241728,-117.21411509999999,70
1689,plaza 28 restaurant,92113-1335,3,25,20,18,5,Only Food,32.7015795,-117.13369070000002,70
1690,corner sandwich & cafe,92126-2738,3,25,20,18,5,Only Food,32.9148893,-117.13015379999999,70
1691,cotixan mexican food,92110-4403,7,28,25,35,25,Food & Drinks,32.754711,-117.2053612,119
1692,origano,92103-4243,3,25,20,18,5,Only Food,32.7444684,-117.1607469,70
1693,noodles & company,92122-1241,7,28,25,35,25,Food & Drinks,32.8712569,-117.2097355,119
1694,pacers,92110-4909,27,6,3,27,30,Only Drinks,32.7507115,-117.2114061,93
1695,pasha lounge corporation,92101-6932,3,25,20,18,5,Only Food,32.71133,-117.16048290000002,70
1696,fleming's prime steakhouse and wine bar,92101-6959,7,28,25,35,25,Food & Drinks,32.7084827,-117.1612807,119
1697,yum yum yo,92115-4392,3,25,20,18,5,Only Food,32.7554702,-117.09885200000001,70
1698,baguette up,92126-2635,3,25,20,18,5,Only Food,32.910973600000005,-117.14753940000001,70
1699,abbey's bbq 2,92121-2619,7,28,25,35,25,Food & Drinks,32.879161100000005,-117.1673841,119
1700,nhu y restaurant,92115-4557,3,25,20,18,5,Only Food,32.7565006,-117.09267340000002,70
1701,kappa sushi,92131-1093,7,28,25,35,25,Food & Drinks,32.9150043,-117.11493770000001,119
1702,sensational treats,92120-2705,3,25,20,18,5,Only Food,32.7913065,-117.0805862,70
1703,subway 32105,92104-1004,3,25,20,18,5,Only Food,32.7548015,-117.14466750000001,70
1704,five guys burgers & fries,92106-6152,3,25,20,18,5,Only Food,32.736511,-117.21653,70
1705,the olive garden italian restaurant #1369,92128-4617,27,6,3,27,30,Only Drinks,32.9785373,-117.08247309999999,93
1706,subway 47434,92111-5302,3,25,20,18,5,Only Food,32.801665299999996,-117.1570855,70
1707,rama,92101-6901,7,28,25,35,25,Food & Drinks,32.7087898,-117.16068179999999,119
1708,jack in the box 3018,92117-4902,3,25,20,18,5,Only Food,32.82296289999999,-117.18356729999999,70
1709,crab hut,92101-5127,7,28,25,35,25,Food & Drinks,32.715916899999996,-117.15988929999999,119
1710,supannee house of thai restaurant & catering,92106-2744,3,25,20,18,5,Only Food,32.7218283,-117.23046140000001,70
1711,tito's taco shop,92113-2435,3,25,20,18,5,Only Food,32.6963327,-117.13291129999999,70
1712,the south park abbey,92102-1118,7,28,25,35,25,Food & Drinks,32.7263613,-117.12945400000001,119
1713,d's coffee,92128-2093,3,25,20,18,5,Only Food,33.0249348,-117.07618500000001,70
1714,bangkok poco the restaurant,92115-2442,7,28,25,35,25,Food & Drinks,32.7722242,-117.06959340000002,119
1715,subway 39729,92103-3312,3,25,20,18,5,Only Food,32.748762400000004,-117.15196909999999,70
1716,subway 2019,92103-3157,3,25,20,18,5,Only Food,32.7480445,-117.16201399999999,70
1717,bleu boheme,92116-2504,7,28,25,35,25,Food & Drinks,32.7634474,-117.10751780000001,119
1718,on site catering,92126-1934,3,25,20,18,5,Only Food,32.9264811,-117.1350357,70
1719,pizza port brewing company,92107-2844,3,25,20,18,5,Only Food,32.7479652,-117.250302,70
1720,o briens,92111-2315,7,28,25,35,25,Food & Drinks,32.8249132,-117.1557172,119
1721,dona's,92154-2007,3,25,20,18,5,Only Food,32.576575899999995,-117.0944379,70
1722,noodles & company,92110-3225,7,28,25,35,25,Food & Drinks,32.7509703,-117.2056997,119
1723,java earth cafe,92109-2046,3,25,20,18,5,Only Food,32.8055085,-117.2545101,70
1724,the regal beagle,92103-4767,7,28,25,35,25,Food & Drinks,32.7419126,-117.1796029,119
1725,silk road restaurant,92121-4379,3,25,20,18,5,Only Food,32.9063461,-117.17358190000002,70
